normalized_text;aspect
mbg katanya tidak bermanfaat ini kalian dapat melihat memiliki mata kan;Ketidaksetujuan dan Risiko Program
untuk yang tidak setuju mbg melihat tersenyum anak-anak ini untuk pengelola mbg semoga selalu amanah;Ketidaksetujuan dan Risiko Program
alhamdulillah senang melihat senyum kalian anak-anak hebat para pendidik yang hebat;Dukungan terhadap Program
alhamdulillah ya allah semoga anak anak indonesia menjadi anak anak yang pintar dan hebat terima memberikan bapak prabowo gibran sebagai benar seorang pembayar pajak saya ikhlas;Dukungan terhadap Program
alhamdulillah masya allah senang sekali melihatnya saya juga yang turut bekerja di mbg juga merasa dihargai kami para relawan juga tidak kalah berjuangnya tengah malam berangkat terkadang anak menyukai tetapi  adanya juga wali murid yang rewel agak nyinyir sangat disayangikan dengan wali murid yang seperti itu kami juga sangat berterima kasih kepada bapak prabowo yang telah mengadakan program mbg ini berkat bapak indonesia juga membantu banyak membuka lapangan pekerjaan terima kasih bapak sehat;Dukungan terhadap Program
jujur setuju sekali mbg untuk di daerah tertinggal saja di ibukota sepertinya tidak usah maaf anak saya setiap mendapat mbg tidak dimakan karena tidak sesuai memang agak sulit begitu juga  teman-temannya beliau tetap makan bekalnya karena tetap saya bekali untuk untuk jam istirahat pertama dan kedua tidak apa-apa ikhlas sekali untuk anak-anak daerah pedalaman mereka sangat menyukai kita juga  suka melihatnya bukan menolak rezeki tetapi ternyata masih banyak yang membutuhkan;Pelaksanaan Program di Sekolah
tepat sasaran saya benar satu orang tua yang sangat bersyukur dan terberkati dengan adanya program mbg ini tuhan yesus senantiasa berkati bapak presiden dan mas wakil presiden;Dukungan terhadap Program
makanlah yang lahap ya adik;Pelaksanaan Program di Sekolah
makanlah yang lezat ya adik-adik penerus bangsa;Pelaksanaan Program di Sekolah
terima kasih bapak presiden prabowo atas program bapak saya sebagai orang tua sangat-sangat bersyukur berterima kasih karena sd membantu mengurangi beban kami saya sebagai orang tua;Dukungan terhadap Program
sama syalloh senang melihat nya sampai menangis saya;Pelaksanaan Program di Sekolah
program makanlah bergizi gratis ini sangat-sangat bermanfaat;Pelaksanaan Program di Sekolah
sehat selalu presiden prabowo subianto;Dukungan terhadap Program
para pejabat kamu melihat ini semua apa tidak malu menaikkan gaji tiga juta per hari;Ketidaksetujuan dan Risiko Program
programnya sudah sangat baik yang memasak tolong memberikan yang terbaik ya untuk anak jangan dikorupsi presiden disalahkan terus-menerus kalau adanya yang basi lah lauknya tidak layak lah;Pelaksanaan Program di Sekolah
bantuan bentuk apa pun akan terasa bermanfaat ketika tepat sasaran yaitu bagi yang sangat memerlukan;Dukungan terhadap Program
tepat sasaran mbg nya tidak seperti di kampung saya malahan banyak yang mengeluh;Dukungan terhadap Program
mbg ini untuk siswa-siswa yang memang tahu merasa syukur tidak menghujat yang biasa mendapat makanan lezat pasti menghujat padahal anak-anak berbeda tidak seberuntung yang berbeda gizinya cukup;Pelaksanaan Program di Sekolah
alhamdulillah makanlah gratis untuk anak-anak yang membutuhkan sudah terlaksana menikmati ya adik-adik makanlah gratisnya;Pelaksanaan Program di Sekolah
senang sekali melihat nya;Dukungan terhadap Program
memuji tuhan terima kasih bapak presiden semoga bapak sehat selalu;Dukungan terhadap Program
semoga dari pusat sampai kepada pemasok semuanya amanah ya untuk mbg ini insya allah kami ikhlas kalau sama-sama amanah demi anak-anak makanlah lezat dan bergizi;Dukungan terhadap Program
adik tersenyum kalian indah sekali;Pelaksanaan Program di Sekolah
bersyukur atas perhatian pemerintah kurang dan lebihnya kita harus terima;Dukungan terhadap Program
kalau yang menerima anak-anak yang pandai bersyukur begini kan rasanya itu ikhlas sekali ini juga bantuan tetap sasaran;Dukungan terhadap Program
bapak prabowo tulus sekali;Pelaksanaan Program di Sekolah
sangat tepat sasaran sehat selalu bapak presiden atas program nya sehat selalu bapak gbu;Dukungan terhadap Program
rakyat bahagia pendengung meronta-ronta;Dukungan terhadap Program
mereka menjadi bersemangat untuk bersekolah;Pelaksanaan Program di Sekolah
untuk mereka saja kami ikhlas dari sama-sama di memberikan yang tidak bersyukur dan tidak di makanlah;Dukungan terhadap Program
tolong ya yang telah di amanah ii program ini tolong sekali jangan mengorupsi yang amanah ya terima kasih;Dukungan terhadap Program
utamakan yang daerah pelosok-pelosok dahulu bapak untuk makanlah gratis;Dukungan terhadap Program
makanlah yang banyak adik menikmati hasil kami bersaing sama anak abah dan adu mulut sama bapak saya;Pelaksanaan Program di Sekolah
makanlah yang lahap ya adik;Pelaksanaan Program di Sekolah
mana ini yang mengatakan mbg tidak adanya gunanya melihat ini woi buka mata;Ketidaksetujuan dan Risiko Program
terima kasih bapak prabowo beserta mntri dan semua jajaran tim merah putih program yang sangat sangat baik dan br manfaat sekarang saya mengerti jika bapak prabowo mengutus mas wakil presiden br tugas br kantor di papua saya br berharap mas wakil presiden dapat mengobati luka anak papua yang tr lalu lama kurang perhatian;Dukungan terhadap Program
alhamdulillah mereka yang benar benar memerlukan terima memberikan bapak prabowo;Dukungan terhadap Program
menurutq lebih di fokuskan untuk anak di pedalaman saja misalnya di daerah tidak perlu semua cukup didata yang sekolahnya banyak anak yang kekurangan dana selebihnya untuk biaya pendidikan anak ini;Pelaksanaan Program di Sekolah
saya yang paling setuju di era lingkungan tidak setuju mbg tidak pernah ingin adu berdebat sama mereka karena saya pernah mengajar di perbatasan kalimantan barat masya allah mereka hanya makanlah seadanya sayur rebung jamur daun singkong terkadang  hidangan istimewa daging itu hanya bisa mereka rasakan kalau adanya acara-acara besar kalau memang di kota-kota tidak menyukai cukuplah mbg itu di daerah terpencil;Ketidaksetujuan dan Risiko Program
masih heran sama pembenci bapak prabowo sebagus ini program nya masih saja benar di mata mereka;Dukungan terhadap Program
tolong untuk panitia mbg kami dari pesawaran bersekolah bersekolah kami masih banyak yang belum dapat menikmati program mbg dari pemerintah tolong wujudkan;Ketidaksetujuan dan Risiko Program
alhamdulillah ya allah bersyukur sekali adanya program ini terima kasih banyak bapak presiden;Dukungan terhadap Program
sehat dan tumbuhlah menjadi  anak-anak penerus bangsa;Pelaksanaan Program di Sekolah
tolong jangan di korupsi dana nya mereka benar senang dengan mbg;Ketidaksetujuan dan Risiko Program
program ini sangat baik sekali hanya saja terlalu banyak orang terlalu serakah sehingga anggarannya banyak di pangkas;Ketidaksetujuan dan Risiko Program
inilah tujuan utama bapak presiden;Dukungan terhadap Program
sepengamatan saya atau di lingkungan yang saya temui bersekolah di daerah kota beberapa guru tidak mendukung mbg ini begitu pula para siswanya entah itu dari segi makanannya ataupun guru yang merasa terbebani diberikan tugas mengatur mbg di bersekolah tetapi  sangat berbeda di daerah pelosok mereka sangat menunggu mbg ini masuk kepada bersekolah mereka intinya apa pun programnya yang baik harus di mendukung bukan di jelek an atau di olok;Ketidaksetujuan dan Risiko Program
yang menolak makanan bergizi tolong tandai agar tahu ini sebagian contoh benar satu yang bersyukur mendapat makanan bergizi;Pelaksanaan Program di Sekolah
guru kamrin yang mengunggah mengatakan anak bosan mbg mencoba melihat ini;Pelaksanaan Program di Sekolah
alhamdulillah adik adik di sorong telah mendapatkan program ini semoga program ini terus baik ke depannya;Dukungan terhadap Program
bapak prabowo presiden saya i cinta untuk penuh;Dukungan terhadap Program
sehat-sehat ya adik anak abah buka mata o kalah;Pelaksanaan Program di Sekolah
makanlah yang banyak ya adik itu hasil kakak kakak anda ini melawan anak abah yang bersikeras;Pelaksanaan Program di Sekolah
sehat bapak prabowo makanan itu sangat dibutuhkan untuk orang seperti kami yang semasa kuliah pun masih harus berbohong puasa karena tidak memiliki uang;Ketidaksetujuan dan Risiko Program
terima kasih bapak prabowo;Dukungan terhadap Program
anak anak dari daerah terpencil lebih besar merasa syukurnya dengan adanya program makanlah gratis kelak sehat dan sukses ya adik adik;Dukungan terhadap Program
kata pembuat konten malaysia prabowo gagal menjadi  presiden beliau tidak tahu bahwa program bapak prabowo sangat menyentuh masyarakat kecil;Dukungan terhadap Program
terima kasih bapak prabowo dengan adanya program ini saya merasa bersyukur sekali dahulu bekerja hanya mendapat 780 sebelum dan sekarang  alhamdulillah sekarang  bersyukur sekali banyak ibu bapak mas yang turut bekerja dan masuk semoga program ini lanjut terus bapak terima kasih bapak;Dukungan terhadap Program
masya allah terharu sehat selalu bapak prabowo nex time aceh ya;Dukungan terhadap Program
uang pajak lebih baik untuk mbg daripada menaikkan gaji dewan perwakilan rakyat;Ketidaksetujuan dan Risiko Program
adik saya yang tidak ingin sayur menjadi  ingin karena temannya ingin;Pelaksanaan Program di Sekolah
ayah mengapa mendapat makanlah setiap hari kata ibu guru dari bapak prabowo baik nya bapak prabowo jangan bicara itu nanti pendukung anies marah ini makanan dari uang pajak Anak;Pelaksanaan Program di Sekolah
sebanyak apa pun kebaikan yang diberikan bapak prabowo untuk tanah air tetapi  di mata pembenci tetap pembenci sehat selalu panjang umur untuk bapak presiden;Dukungan terhadap Program
tidak sia-sia dan tepat sasaran tidak adanya anak yang akan komentar anak nya tidak lezat;Pelaksanaan Program di Sekolah
anak-anak senyumnya tulus sekali membuat saya menangis;Pelaksanaan Program di Sekolah
apa pun yang pemerintah lakukan pasti saya dukungan asalkan untuk kebahagiaan rakyat;Ketidaksetujuan dan Risiko Program
ingin enak apa tidak lezat setidaknya mereka tahu arti bersyukur;Pelaksanaan Program di Sekolah
yang mengeluh makanannya tidak lezat melihat mereka yang tidak memikirkan merasa yang penting perutnya terisi;Pelaksanaan Program di Sekolah
terima kasih tuhan kamu kirimkan presiden yang baik hati mengerti kesusahan negeri kami ini panjangkan umur bapak prabowo amin;Dukungan terhadap Program
cinta bapak prabowo;Dukungan terhadap Program
nah banyak bersyukur ya allah mengapa di kota-kota berbeda banyak mengeluh ini lah itu lah tidak semua itu berkecukupan untuk makanlah di beberapa sisi masih banyak yang seperti ini;Dukungan terhadap Program
mbg adalah anugerah bagi anak anak yang pandai bersyukur semoga kesehatan selalu melimpah bertabur untuk relawan penggiat mbg dan anak anak indonesia;Dukungan terhadap Program
terima kasih bapak prabowo subianto;Dukungan terhadap Program
alhamdulilah telah di terima dapat anak di sana;Dukungan terhadap Program
makanlah yang banyak ya adik agar kami yang melawan anak abah;Pelaksanaan Program di Sekolah
tidak apa-apa ikhlas mereka yang mendapat makanlah gratis;Pelaksanaan Program di Sekolah
ikhlas pajak kami untuk ini ya allah;Dukungan terhadap Program
kakak izin simpan videonya untuk tugas kuliah terima memberikan;Ketidaksetujuan dan Risiko Program
masya allah sukses selalu mbg;Dukungan terhadap Program
jujur makanan yang kalian makanlah itu benar-benar berpengaruh sama kinerja otak dahulu saat saya sma saya mencoba untuk diet menjadi saya melewatkan sarapan alhasil baru mata pelajaran pertama itu rasanya mengantuk gemetar otak sulit sekali untuk berpikir menjadi  untuk orang-orang yang merasa mbg tidak penting mencoba mencari tahu atau setidaknya berempatilah karena tidak semua anak dapat makanlah dengan baik bahkan adanya yang makanlah daging saja harus menunggu lebaran dahulu;Pelaksanaan Program di Sekolah
meskipun terkadang adanya menu yang tidak menyukai tetapi  mereka sangat senang mendapat mbg;Pelaksanaan Program di Sekolah
yang di jawa pasti merasa program ini tidak penting berbeda bercerita kalau anak yang miskin anak pelosok daerah atau daerah tiga t;Ketidaksetujuan dan Risiko Program
karena mbg untuk anak muda penerus bangsa nantinya menjadi rajin bersekolah dapat menerima pelajaran;Pelaksanaan Program di Sekolah
melihat lah ini bapak anies bapak ganjar anda mengkritik ini itu melihat anak di daerah terpencil begitu bersyukurnya;Pelaksanaan Program di Sekolah
bersemangat saudaraku;Dukungan terhadap Program
memuji tuhan;Dukungan terhadap Program
tolong jangan adanya yang mengorupsi program ini adanya hati kecil yang harus dijaga masa depan yang perlu dirawat untuk generasi selanjutnya yang lebih baik;Dukungan terhadap Program
jangan mengatakan kalau program ini tidak berguna ya di mata kalian yang mampu mampu saja mungkin ini tidak berharga tetapi  bagi mereka yang membutuhkan dan tidak mampu membeli makanan bagi mereka ini sangat berguna dan membantu;Dukungan terhadap Program
yang sama-sama pemilih makanan terus menyukai memprotes mengenai mbg lebih baik tidak usah diberikan lebih baik untuk anak papua lebih menghargai dan membutuhkan;Pelaksanaan Program di Sekolah
alhamdulillah terima kasih bapak presiden prabowo subianto panjang umur sehat selalu di mana pun berada;Dukungan terhadap Program
program sangat baik sekali seperti begini dahulu ada yang mengatakan siapa yang ingin makanlah siang gratis ya ampun bapak kamu tidak tahu banyak sekali yang terbantu berkah program makan gratis ini terima kasih  bapak prabowo bapak gibarn alhamdulillah saya tidak benar mencoblos pemimpin;Dukungan terhadap Program
program yang disepelekan dan ditertawakan ternyata manfaatnya sebesar ini mashaa allah sehat selalu bapak prabowo;Dukungan terhadap Program
di repost bapak prabowo;Dukungan terhadap Program
bersemangat terus presiden saya bapak prabowo subianto;Dukungan terhadap Program
saya sangat terbantu dengan adanya dan program ini cz cucu saya masuk bersekolah praktik kerja lapangan 7 pagi pulang nanti praktik kerja lapangan 13 siang naah saat rehat siang cucu saya dapat makanlah siang dahulu sebelum adanya program ini cucu saya camilan camilan atau camilan tidak jelas terima memberikan bapak prabowo atas program ini oh ya saya tinggal di kota bogor bukan di pelosok menjadi  mohon program dan tetap di diteruskan;Ketidaksetujuan dan Risiko Program
mantap lah sukses program bapak presiden prabowo;Dukungan terhadap Program
senang sekali melihatnya ansk dapat makanlah bergizi gratis menjadi  meringankan beban orang tuanya untuk tidak membawa uang camilan;Pelaksanaan Program di Sekolah
nikmatnya hanya akan di rasakan bagi yang pandai bersyukur;Dukungan terhadap Program
tidak apa-apa anak saya tidak mendapat mbg asalkan saudara di papua mendapat semua;Dukungan terhadap Program
merekalah yang patas mendapatkan bantuan seperti ini yang benar-benar membutuhkan banyak bersyukurnya bukan yang memprotes setiap hari;Dukungan terhadap Program
